name,type,value,date
South Africa,0,63.900001525878906,01/01/2005
Namibia,0,61.0,01/01/2005
Botswana,0,60.5,01/01/2005
Central African Republic,0,56.20000076293945,01/01/2005
Honduras,0,55.91999969482422,01/01/2005
Brazil,0,54.9,01/01/2005
Guatemala,0,54.599998474121094,01/01/2005
Zambia,0,54.599998474121094,01/01/2005
Colombia,0,54.53333409627279,01/01/2005
Bolivia,0,53.94000015258789,01/01/2005
