name,type,value,date
Botswana,0,64.69999694824219,01/01/2000
Namibia,0,63.29999923706055,01/01/2000
Bolivia,0,58.32499980926514,01/01/2000
South Africa,0,57.79999923706055,01/01/2000
Brazil,0,57.64999961853027,01/01/2000
Honduras,0,56.77499961853027,01/01/2000
Panama,0,56.12000045776367,01/01/2000
Colombia,0,55.98000030517578,01/01/2000
Comoros,0,55.900001525878906,01/01/2000
Paraguay,0,54.77499961853027,01/01/2000
