NAME,CODE,YEAR,VALUE
Madagascar,MDG,1980,46.8
Madagascar,MDG,1993,45.3
Madagascar,MDG,1997,39.5
Madagascar,MDG,1999,38.6
Madagascar,MDG,2001,47.4
Madagascar,MDG,2005,39.9
Madagascar,MDG,2010,42.4
Madagascar,MDG,2012,42.6
