NAME,CODE,YEAR,VALUE
Venezuela  RB,VEN,1981,55.6
Venezuela  RB,VEN,1987,53.4
Venezuela  RB,VEN,1989,45.3
Venezuela  RB,VEN,1992,42.5
Venezuela  RB,VEN,1995,47.8
Venezuela  RB,VEN,1998,49.8
Venezuela  RB,VEN,1999,48.3
Venezuela  RB,VEN,2001,48.2
Venezuela  RB,VEN,2002,50.6
Venezuela  RB,VEN,2003,50.4
Venezuela  RB,VEN,2004,49.8
Venezuela  RB,VEN,2005,52.4
Venezuela  RB,VEN,2006,46.9
