NAME,CODE,YEAR,VALUE
Uganda,UGA,1989,44.4
Uganda,UGA,1992,41.4
Uganda,UGA,1996,39.0
Uganda,UGA,1999,43.0
Uganda,UGA,2002,45.2
Uganda,UGA,2005,42.9
Uganda,UGA,2009,44.2
Uganda,UGA,2012,41.0
Uganda,UGA,2016,42.8
