NAME,CODE,YEAR,VALUE
Mexico,MEX,1984,48.9
Mexico,MEX,1992,49.6
Mexico,MEX,1994,50.3
Mexico,MEX,1996,48.2
Mexico,MEX,1998,48.7
Mexico,MEX,2000,51.4
Mexico,MEX,2002,49.0
Mexico,MEX,2004,48.3
Mexico,MEX,2005,48.9
Mexico,MEX,2006,47.7
Mexico,MEX,2008,44.6
Mexico,MEX,2010,45.3
Mexico,MEX,2012,45.4
Mexico,MEX,2014,45.8
Mexico,MEX,2016,43.4
