NAME,CODE,YEAR,VALUE
Bangladesh,BGD,1983,25.9
Bangladesh,BGD,1985,26.9
Bangladesh,BGD,1988,28.8
Bangladesh,BGD,1991,27.6
Bangladesh,BGD,1995,32.9
Bangladesh,BGD,2000,33.4
Bangladesh,BGD,2005,33.2
Bangladesh,BGD,2010,32.1
Bangladesh,BGD,2016,32.4
