NAME,CODE,YEAR,VALUE
Germany,DEU,1991,29.2
Germany,DEU,1994,29.2
Germany,DEU,2000,28.8
Germany,DEU,2001,30.3
Germany,DEU,2004,30.4
Germany,DEU,2006,31.3
Germany,DEU,2007,31.3
Germany,DEU,2010,30.2
Germany,DEU,2011,30.5
Germany,DEU,2013,31.1
Germany,DEU,2015,31.7
