NAME,CODE,YEAR,VALUE
United States,USA,1979,34.6
United States,USA,1986,37.5
United States,USA,1991,38.2
United States,USA,1994,40.2
United States,USA,1997,40.8
United States,USA,2000,40.4
United States,USA,2004,40.5
United States,USA,2007,41.1
United States,USA,2010,40.4
United States,USA,2013,41.0
United States,USA,2016,41.5
