NAME,CODE,YEAR,VALUE
Bosnia and Herzegovina,BIH,2001,30.0
Bosnia and Herzegovina,BIH,2004,34.0
Bosnia and Herzegovina,BIH,2007,33.1
Bosnia and Herzegovina,BIH,2011,33.0
Bosnia and Herzegovina,BIH,2015,32.7
