NAME,CODE,YEAR,VALUE
Belarus,BLR,1998,32.0
Belarus,BLR,1999,31.7
Belarus,BLR,2000,31.2
Belarus,BLR,2001,30.6
Belarus,BLR,2002,30.3
Belarus,BLR,2003,28.8
Belarus,BLR,2004,26.5
Belarus,BLR,2005,27.6
Belarus,BLR,2006,28.3
Belarus,BLR,2007,29.6
Belarus,BLR,2008,27.8
Belarus,BLR,2009,27.7
Belarus,BLR,2010,28.6
Belarus,BLR,2011,27.2
Belarus,BLR,2012,26.5
Belarus,BLR,2013,26.6
Belarus,BLR,2014,27.2
Belarus,BLR,2015,26.7
Belarus,BLR,2016,27.0
