NAME,CODE,YEAR,VALUE
Turkey,TUR,1987,43.5
Turkey,TUR,1994,41.3
Turkey,TUR,2002,41.4
Turkey,TUR,2003,42.2
Turkey,TUR,2004,41.3
Turkey,TUR,2005,42.6
Turkey,TUR,2006,39.6
Turkey,TUR,2007,38.4
Turkey,TUR,2008,39.0
Turkey,TUR,2009,39.0
Turkey,TUR,2010,38.8
Turkey,TUR,2011,40.0
Turkey,TUR,2012,40.2
Turkey,TUR,2013,40.2
Turkey,TUR,2014,41.2
Turkey,TUR,2015,42.9
Turkey,TUR,2016,41.9
